,id,deviceid,userid,created,devicetoken,applicationid,devicechannel,devicetype
60,5307739,BF76930C-1693-411E-86D0-78B00C75D140,48254984,2016-09-06 14:52:20.893790,A0441C53CBE1BD96EB0412826BCD0ED7D08AF5F70671E5C961A99D55B2D7D4EB,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
61,5235228,ACA4FC65-97C9-41DA-8492-6A814F6C35BD,48254987,2016-08-23 22:04:11.734755,06F3D44EA05031E50EB635616F30BE16605659C7E0ECAFE88E562033182DC085,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
62,5304161,APA91bEKrq9ESnF0HJnMIhqQu_MUuDPwmDsRX4EHoc4I0MsM1K6kIZVblTUy4JLLL_AcCDUH7TEHzadIuJBCKw1ZREvD6FE48xsAvUl6klKP7LiuMeh-SwKJrw6cErV4PrTEt21ZDpo8tgNEp3ryJ0GJfVL63Tz3VOvKKnDBsCduQn9rQ8yAGOY,48254995,2016-09-05 21:00:54.707857,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
63,5304155,9AAAEE63-0C85-4F88-875C-94455414E689,48254995,2016-09-05 20:58:36.806663,A84A7508ED3A1B22145F4EAB91CBEB999352C4D6DB485F1292697D7CCE27756F,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
64,5244275,8917719D-9DCD-4E37-AB64-D1D02DAAA782,48254996,2016-08-25 18:51:34.189025,B46E9D68F8CDE543544C3D975B3D6DB0BF5632839DE561C568A789754232846E,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
65,5304028,9BA3C967-2D49-413F-A622-F6C5D6A396EB,48254997,2016-09-05 20:14:15.984545,6668AFC6B61D59C64427792682E706AB15E6FBF1E18EF65FDCB57C72BC011021,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
66,5306169,CCA6CE0C-6598-4870-ADAE-B880817B2FF5,48255000,2016-09-06 10:26:21.733789,A540587D3CFC96E4819C874C43AA66CF285A8341335DBD89CD6DCAF0F43B6B0B,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
67,5234476,075A5FD1-3868-41A6-B355-C02D4C30B916,48255000,2016-08-23 19:59:47.678026,7660450CD0677A125EA9BDFC9E142D69A83BD7D2B0FBC6E0430EC3B1DDEA4510,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
68,5306787,APA91bHgk11BZ6DyYpah85mChhpyBHc0_B9Ksh9dfVDAu-cXmAXQJ95KABUs6p4pOF7jkHJl31DjpwbtbkkelahUWPHhJY4djEAsPMr5KTUay98h88RaVfYJgYWSzv-i06olX4OLWclckEpNOYowHhA4ZWQ0SIfwzXMXCf-qR2jR69_Um7GOq6M,48255002,2016-09-06 13:08:06.759804,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
69,5270655,2D55A78B-3E05-43A6-99AF-78F9B7F1572D,48255004,2016-08-30 21:01:32.217545,DEE4472E862ED5CB5BB65A2E42AB8780784886A659EFD80CE13ED2E4FF6A707A,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
70,5307505,APA91bE0MM-qmTvVv1i-pcb0e4AYwhmWHF_nK14lrqWigjUdwEABS17sElPe2-NqljX1XMFHUvWvVGPB5IcPgcJFniLnYOv7y6Vq6AkOFwcgq6mM-WkN4rH2V-R6XiouggieMbrBta6rpMb9dr8RHRwFX_XfZsjX38bqI9S9giEMxtz0XybWsjs,48255005,2016-09-06 14:31:09.980578,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
71,5258033,APA91bHEszE_vo5hHBqn9QbRYqkTJURCwOVZi9nJc8a5sp6HnLLA4Iyaf6dnTbs7tbZR8BFx5BmrHeEWp2DzdH1AGZe3xE7dWp0b41rz8C6zJ0F_gzheWk-WayaQmMdmBKfTbkTIMWkxWBSx0FGPwV36DSz9_i6FcJ0hbm_cqTbW5Q4SPVLQbz4,48255008,2016-08-28 15:32:12.803938,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
72,5234504,933BB596-E86E-48F4-96E3-19CF2C61BA99,48255009,2016-08-23 20:02:54.149749,35A0229ABEBBFEC821E2734F5093FC483E73495988F184D5FB148705BB329878,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
73,5307756,APA91bFP-Xi4Vj-9OujQEWrvEnpZY5gDyp8UmoADpmD-zSPKASlwspZTFqjOxWS7zRjmkdSupQWHvhCZdy6snf0oGKajwua1ubr7o-WeJVy8Yx1JQB2Nj1XxCDUEcIuebrTAO2mxPNbgkZPbhdPmnsa6TyYnHSPA87pg-rDm7XtQy5f-49MFhj4,48255010,2016-09-06 14:53:40.544853,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
74,5307508,75707A34-D70A-478D-A89A-E7085CCA4DB9,48255012,2016-09-06 14:31:10.182662,9EE9E3C6F31A8A2A0ABF20776C67C775284431F397470A1EB8E1C7AF461903D0,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
75,5303762,99F6B112-C635-4AF3-A70F-F8AA3AED9BAA,48255013,2016-09-05 18:31:25.901547,27F443FEAF3208A5EEA99164AD0CB4BC050F11BBBA65B4F4F65C15F5141EBA9F,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
76,5234381,FCB879A6-B4DA-48EB-8596-28ABCF6BB269,48255015,2016-08-23 19:50:36.753837,8545C98766FD2945D7171E40F758CBEB7784A21B2F8D6B2181ECBF03AF7F0DDA,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
77,5234621,APA91bEaXBK09siOe4890fqI3npGMNHb7oafzshZHXV7FGmQbUlZVd4q55KF_3w8VffiDT4UPiki_JC7ziKnzvykxF6WNuawv39ZRqIkE2KjacaXbEWugtIMjlWtCQUMQW4J4ffAZlTVqqeFY9L8Dn4PrymZ3sxmrv3Z1jkyszfsVO7PZxvzoB0,48255017,2016-08-23 20:16:11.855032,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
78,5234676,CCA32A24-F12B-4590-9BC7-2612A76D03B9,48255019,2016-08-23 20:23:48.772766,FB56270FA0AB694EF7AAEB01FBCACAE91CAD7FAC7E9130C7569505F185782B02,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
79,5310593,APA91bH8_pM2KuPwckfuQL-cCPh2PacqH4qFm8ga3Wo9MJqyv74egQ-2nQarEiEAR5RoKwNtl0z-HMG5n12p3RpXnAs4SBkiz2xdUd842JqeNWBDmNooi9oCdgCMoy1SRzyeO0dlSPOZLGNSIl8nhh5RFuWsq5DZmouyksCbKbJNI5uvMUDaHv4,48255026,2016-09-06 20:14:13.255628,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
80,5325663,E1A364B4-EB45-4310-923A-281000F81F3F,48255029,2016-09-08 16:04:01.065546,6CA1DAD590BC996D4231FD9DB7D5AD272509F5B2509620344BA6632999A515AA,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
81,5297351,B22A88D6-83AC-4161-90ED-C7A21BD7325F,48255030,2016-09-03 20:47:29.916480,5CC45CE1E0B0BCCBAB53DF3DC5DE3AF21C11C5B32D2EF8AB870598EDFE1C84B6,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
82,5309764,BCB938BB-0582-4799-8FC2-826A942480BC,48255031,2016-09-06 18:31:29.679854,95A6948A1B338E33587C171DB7D99B52F9252B9CFE47271EB65BCE132A65D582,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
83,5319856,3CF82796-BE7E-4EAA-95E6-A21C83E2F4E5,48255037,2016-09-07 21:08:04.902548,6CCCE62541FDED6ADECE547815CF4CEAEEE9E356B4CAFD347EB86B78B1278C6A,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
84,5242929,7FEB28C1-26D6-465E-884D-F61D7E688F36,48255037,2016-08-25 14:58:23.455775,4DACA350722C6EC210C8010607058A58FE7DFB4A87421D7EA1F778DE957F9A16,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
85,5234820,E8F24E85-B1E8-438C-899E-3C9EFB170507,48255039,2016-08-23 20:47:23.504026,F823AD2BF5916495DC85BC31DCB9BB0DCC3FF3D7D78B2E0F392995D66A3C01CE,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
86,5235739,F1C52DC0-2E27-450E-A1D0-EFDC90F3EFA1,48255040,2016-08-24 00:15:26.353735,078C73F99F70C64674694FEE5DED7B90C8C44A35B59C13EA523A166C1C47323F,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
87,5309936,APA91bEQl8_a0xrwW1nV5hGr13asLbr0p8__5PzUzh2k2mNOeApMShJYc1S-pFKyYynZBmN51YJLmYN00bzUh4pjnwndIBDbjcZDcGFkYnIWn58JC0kuDYCEMeK6inLFBC0lQ5iJcNHCdiFSOSCCq3h4niBPI_gaZbyS_Az2DN5oz9TzOmBNxFc,48255042,2016-09-06 18:55:13.032564,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
88,5307147,88F8D3C7-3456-4ACF-BA12-977CE59F7ACB,48255044,2016-09-06 13:59:55.636622,68C03D76B47E5C4B35BC19E01662F8CFCAA22D3A99CA8102AC1A7205AF83436F,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
89,5296206,021D7A3E-ECF8-4DEB-B2AE-3EBDBFB70DB8,48255047,2016-09-03 17:00:19.875483,57BCE3A133698946EECF6D743F3DF0F712A4FBB9D7801BC07BA85F428068422B,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
90,5240215,9F0005B7-641F-4A8C-8358-1DBA88254694,48255048,2016-08-24 22:03:24.198763,395E75846FF6F666CE814488D4F88E1A498AE714A34F2FAA1438452CD25FC25A,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
91,5309923,A4F185A0-504D-4695-B534-3B0380384BF1,48255049,2016-09-06 18:53:43.553621,D9E5527838858DD049D752240709A22F4CEFF3EBB9898847CDE70554254B16E0,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
